name,comm_cost,complexity,type
explored-11872,0.9045649069153634,24,explored
explored-11873,0.9537679690693555,13,explored
explored-11874,0.6941000136258346,24,explored
explored-11875,0.9081819642863382,26,explored
explored-11876,0.8515242707190377,30,explored
explored-11877,0.630961302629786,53,explored
explored-11878,0.5305644501975746,60,explored
explored-11879,0.9730038152336831,14,explored
explored-11880,0.8366792327141148,22,explored
explored-11881,0.86300358813644,23,explored
explored-11882,0.9576126544261253,13,explored
explored-11883,0.5881118378222888,74,explored
explored-11884,0.8514443384657311,14,explored
explored-11885,0.951600318253554,72,explored
explored-11886,0.8649238214914737,22,explored
explored-11887,0.5902178161372911,62,explored
explored-11888,0.8759170545248528,16,explored
explored-11889,0.8743520915656083,16,explored
explored-11890,0.6171562234377331,47,explored
explored-11891,0.6823216819088992,30,explored
explored-11892,0.8668074669573511,15,explored
explored-11893,0.7607380408068513,48,explored
explored-11894,0.788118272244175,30,explored
explored-11895,0.7756849415062387,49,explored
explored-11896,0.648589225170924,37,explored
explored-11897,0.6446961438888132,41,explored
explored-11898,0.7506131625562066,23,explored
explored-11899,0.6821851774824716,50,explored
explored-11900,0.4395807784893492,54,explored
explored-11901,0.7909830523521081,29,explored
explored-11902,0.9767504331068849,10,explored
explored-11903,0.9032792841894899,17,explored
explored-11904,0.8852103731532128,36,explored
explored-11905,0.8860965390380161,17,explored
explored-11906,0.6985011581959395,32,explored
explored-11907,0.8706204595492,26,explored
explored-11908,0.9831886104539055,8,explored
explored-11909,0.9392628423490939,20,explored
explored-11910,0.8719252228541103,22,explored
explored-11911,0.81398375605863,41,explored
explored-11912,0.8886130603624471,19,explored
explored-11913,0.8464958815994379,51,explored
explored-11914,0.9946405050642685,10,explored
explored-11915,0.6000817550074942,52,explored
explored-11916,0.65503888940683,50,explored
explored-11917,0.9736311713675796,14,explored
explored-11918,0.9827548031066903,12,explored
explored-11919,0.9774735756136492,13,explored
explored-11920,0.8019180155047654,24,explored
explored-11921,0.9617300822814602,13,explored
explored-11922,0.9822304517937438,9,explored
explored-11923,0.541806709966541,82,explored
explored-11924,0.4561588772312304,42,explored
explored-11925,0.8998879653601005,14,explored
explored-11926,0.9117618204115002,18,explored
explored-11927,0.9146046236998683,18,explored
explored-11928,0.6554367079983648,18,explored
explored-11929,0.7235689776907926,38,explored
explored-11930,0.9853522278239543,10,explored
explored-11931,0.8678995375231439,18,explored
explored-11932,0.47434085025207784,65,explored
explored-11933,0.8345255938592906,20,explored
explored-11934,0.9493005404914384,20,explored
explored-11935,0.8572504579794401,14,explored
explored-11936,0.6639067672306693,69,explored
explored-11937,0.7594699550347459,28,explored
explored-11938,0.5472002694887284,52,explored
explored-11939,0.7506575174864878,65,explored
explored-11940,0.8783913188293894,12,explored
explored-11941,0.8361493391470227,14,explored
explored-11942,0.7279602125630195,37,explored
explored-11943,0.971824565487275,21,explored
explored-11944,0.94871712767407,19,explored
explored-11945,0.45514545578416676,52,explored
explored-11946,0.8332708815914975,35,explored
explored-11947,0.9393587145990703,36,explored
explored-11948,0.8044692737430168,20,explored
explored-11949,0.8384770858881773,17,explored
explored-11950,0.6995503474587819,24,explored
explored-11951,0.8707940880910205,32,explored
explored-11952,0.7716423672616615,22,explored
explored-11953,0.9492437661806785,10,explored
explored-11954,0.6833741217793381,56,explored
explored-11955,0.6781152064313939,67,explored
explored-11956,0.8044692737430168,16,explored
explored-11957,0.8106387488455891,32,explored
explored-11958,0.8313802970431938,19,explored
explored-11959,0.859597129490848,15,explored
explored-11960,0.8728293288519477,16,explored
explored-11961,0.9790236237907072,12,explored
explored-11962,0.6481875747528425,75,explored
explored-11963,0.9087409728845892,16,explored
explored-11964,0.818109301903075,31,explored
explored-11965,0.717051028750511,35,explored
explored-11966,0.8772552760033022,16,explored
explored-11967,0.8945133306081664,16,explored
explored-11968,0.875258890857065,14,explored
explored-11969,0.9339589862379071,14,explored
explored-11970,0.8068537947949312,20,explored
explored-11971,0.9311827059554652,70,explored
explored-11972,0.9569273877784062,48,explored
explored-11973,0.8746351503503274,24,explored
explored-11974,0.7432429486306036,45,explored
explored-11975,0.6536215521772137,32,explored
explored-11976,0.8828870371557807,30,explored
explored-11977,0.7807603215696961,20,explored
explored-11978,0.9837593677612754,10,explored
explored-11979,0.9623583115354388,30,explored
explored-11980,0.967468319934596,10,explored
explored-11981,0.8762894447873167,16,explored
explored-11982,0.6264044545124222,54,explored
explored-11983,0.5667364094252527,54,explored
explored-11984,0.7763659899168824,22,explored
explored-11985,0.4524330630876141,50,explored
explored-11986,0.842280504376839,20,explored
explored-11987,0.8413143820684017,29,explored
explored-11988,0.8774117727210792,12,explored
explored-11989,0.5962580051778171,50,explored
explored-11990,0.8704861596519179,43,explored
explored-11991,0.7652808057410183,33,explored
explored-11992,0.9052838157755291,24,explored
explored-11993,0.6780004412175008,56,explored
explored-11994,0.957116192300602,23,explored
explored-11995,0.9850797111323069,10,explored
explored-11996,0.6642935004769042,33,explored
explored-11997,0.5776085903317133,48,explored
explored-11998,0.6361260444752747,62,explored
explored-11999,0.8721258005177817,26,explored
explored-12000,0.7348071944406595,29,explored
explored-12001,0.9767211132306853,7,explored
explored-12002,0.6573102602534405,24,explored
explored-12003,0.9830882430010377,10,explored
explored-12004,0.8707338587646388,16,explored
explored-12005,0.7060226188854067,28,explored
explored-12006,0.7586762064977762,49,explored
explored-12007,0.4781986646682108,57,explored
explored-12008,0.9065671476081614,26,explored
explored-12009,0.9745335538757242,23,explored
explored-12010,0.8207918880864786,20,explored
explored-12011,0.7393548167325249,37,explored
explored-12012,0.9406037806013535,31,explored
explored-12013,0.8324950595951414,44,explored
explored-12014,0.831989229356638,26,explored
explored-12015,0.9672422549517522,13,explored
explored-12016,0.49705688281277594,50,explored
explored-12017,0.7877220209517244,29,explored
explored-12018,0.8087699277830767,20,explored
explored-12019,0.7027864831720942,24,explored
explored-12020,0.8263198134774644,20,explored
explored-12021,0.4927830388639082,49,explored
explored-12022,0.9550629396404365,75,explored
explored-12023,0.9065321533838684,15,explored
explored-12024,0.6838054117273016,39,explored
explored-12025,0.979665570922469,13,explored
explored-12026,0.9996252895489849,10,explored
explored-12027,0.764531235432907,31,explored
explored-12028,0.4364014170867967,74,explored
explored-12029,0.9065287213127519,16,explored
explored-12030,0.9765034174407471,28,explored
explored-12031,0.7324814753534606,38,explored
explored-12032,0.9696198297527668,13,explored
explored-12033,0.8363147957098086,25,explored
explored-12034,0.972848395557978,30,explored
explored-12035,0.9584116345702564,23,explored
explored-12036,0.7218451461749255,45,explored
explored-12037,0.4786415042921379,46,explored
explored-12038,0.6714527410637234,48,explored
explored-12039,0.6583321978471182,22,explored
explored-12040,0.8661455568032852,22,explored
explored-12041,0.9265201036332434,34,explored
explored-12042,0.48096925103329247,52,explored
explored-12043,0.6191181814052777,46,explored
explored-12044,0.5520506881046464,43,explored
explored-12045,0.5993727440560637,48,explored
explored-12046,0.48886088022891405,55,explored
explored-12047,0.5016351001498841,36,explored
explored-12048,0.5630563882454467,55,explored
explored-12049,0.8243118953535904,20,explored
explored-12050,0.8195939501294454,18,explored
explored-12051,0.8647635917699958,26,explored
explored-12052,0.8091235719766783,31,explored
explored-12053,0.8742645146106108,16,explored
explored-12054,0.9712324567379752,18,explored
explored-12055,0.7564012736569589,67,explored
explored-12056,0.9124077822980943,16,explored
explored-12057,0.8198934346187037,30,explored
explored-12058,0.9435496073282216,39,explored
explored-12059,0.7631612314726499,39,explored
explored-12060,0.5905720579552164,44,explored
explored-12061,0.8554740528783314,23,explored
explored-12062,0.8748567283569648,14,explored
explored-12063,0.7375323613571331,26,explored
explored-12064,0.904598422957754,20,explored
explored-12065,0.7809789026661216,43,explored
explored-12066,0.8037344519494676,24,explored
explored-12067,0.7150364937158948,73,explored
explored-12068,0.8382641822228278,23,explored
explored-12069,0.9072029568061044,15,explored
explored-12070,0.5997987740311186,66,explored
explored-12071,0.9755085642377949,18,explored
explored-12072,0.914762389490474,16,explored
explored-12073,0.9133810561968349,18,explored
explored-12074,0.6955353295794773,36,explored
explored-12075,0.7114461088931685,86,explored
explored-12076,0.9834190625425807,14,explored
explored-12077,0.7396490507519873,64,explored
explored-12078,0.8154338125085161,41,explored
explored-12079,0.7059131255717984,38,explored
explored-12080,0.7663089217155727,24,explored
explored-12081,0.9585263659899169,10,explored
explored-12082,0.803958304946178,23,explored
explored-12083,0.5491551982558931,32,explored
explored-12084,0.511387378348136,50,explored
explored-12085,0.7066352407338918,72,explored
explored-12086,0.8501158195939501,18,explored
explored-12087,0.7325504155879548,33,explored
explored-12088,0.9025833933518904,25,explored
explored-12089,0.8068650636354002,68,explored
explored-12090,0.9535079680717498,33,explored
explored-12091,0.8132855131424419,40,explored
explored-12092,0.7337852568469819,20,explored
explored-12093,0.6594392969069356,47,explored
explored-12094,0.9680019984557388,20,explored
explored-12095,0.9779972828482804,13,explored
explored-12096,0.8330850166916474,19,explored
explored-12097,0.6892723603953095,108,explored
explored-12098,0.7628316430809958,32,explored
explored-12099,0.9726606145251396,21,explored
explored-12100,0.9135263659899169,14,explored
explored-12101,0.87928646046237,14,explored
explored-12102,0.8077020029976836,31,explored
explored-12103,0.8431325793704865,12,explored
explored-12104,0.833230014441728,40,explored
explored-12105,0.9152316212591706,28,explored
explored-12106,0.9790173836260216,20,explored
explored-12107,0.8063337421083708,29,explored
explored-12108,0.8119226070172907,50,explored
explored-12109,0.7798269519008039,29,explored
explored-12110,0.8534079267489814,36,explored
explored-12111,0.8295564223100331,26,explored
explored-12112,0.7152314120906572,40,explored
explored-12113,0.771796886350712,74,explored
explored-12114,0.7794519725188431,30,explored
explored-12115,0.7614343461870373,30,explored
explored-12116,0.856954733543219,14,explored
explored-12117,0.7412794658672843,29,explored
explored-12118,0.8008715293427107,24,explored
explored-12119,0.8868967987546813,28,explored
explored-12120,0.6650599536721624,42,explored
explored-12121,0.851770385221809,19,explored
explored-12122,0.8141436162964981,20,explored
explored-12123,0.9773073826923214,13,explored
explored-12124,0.8917060842595657,26,explored
explored-12125,0.9107199412247784,26,explored
explored-12126,0.9715613929009402,23,explored
explored-12127,0.9016297539022876,23,explored
explored-12128,0.9750794738967941,13,explored
explored-12129,0.9701882732013699,33,explored
explored-12130,0.8124566450717834,30,explored
explored-12131,0.6538848768375952,30,explored
explored-12132,0.7932863566464875,34,explored
explored-12133,0.5910423384960106,62,explored
explored-12134,0.6698471635554344,75,explored
explored-12135,0.905442334738092,19,explored
explored-12136,0.9189494481536994,23,explored
explored-12137,0.82619396375528,30,explored
explored-12138,0.8330324294863061,26,explored
explored-12139,0.8828795401828994,41,explored
explored-12140,0.671716293390514,111,explored
explored-12141,0.7313377679231339,60,explored
explored-12142,0.6087218746372752,85,explored
explored-12143,0.7536562656129355,32,explored
explored-12144,0.5609188354453376,62,explored
explored-12145,0.6984432483989644,22,explored
explored-12146,0.4526218376708907,67,explored
explored-12147,0.9146341463414633,16,explored
explored-12148,0.6111442294590543,58,explored
explored-12149,0.8074032079107702,33,explored
explored-12150,0.8276131545410097,16,explored
explored-12151,0.9133510469182904,16,explored
explored-12152,0.9374000453120643,96,explored
explored-12153,0.7534064586455921,24,explored
explored-12154,0.5964198119634827,38,explored
explored-12155,0.8656220193486851,16,explored
explored-12156,0.9785024072307762,20,explored
explored-12157,0.9329867778401624,70,explored
explored-12158,0.6786952506396573,85,explored
explored-12159,0.8166416859699324,32,explored
explored-12160,0.8730740507812336,36,explored
explored-12161,0.9894059136122088,9,explored
explored-12162,0.8759170545248528,16,explored
explored-12163,0.8239877808324583,32,explored
explored-12164,0.9759563262380255,14,explored
explored-12165,0.8080341756541832,36,explored
explored-12166,0.4726915565245038,120,explored
explored-12167,0.9528205477585502,4,explored
explored-12168,0.7463550892492166,38,explored
explored-12169,0.9403869737021393,8,explored
explored-12170,0.9153903932808987,45,explored
explored-12171,0.8157295120437238,29,explored
explored-12172,0.8569467185975085,49,explored
explored-12173,0.9637070218467548,18,explored
explored-12174,0.9826299600212215,13,explored
explored-12175,0.8941028676857808,14,explored
explored-12176,0.9458738142518215,33,explored
explored-12177,0.5496919993641277,72,explored
explored-12178,0.858274288050143,30,explored
explored-12179,0.7329620293409638,38,explored
explored-12180,0.5899782769740624,100,explored
explored-12181,0.5075964027796702,39,explored
explored-12182,0.9740591361220875,22,explored
explored-12183,0.6723838397601853,39,explored
explored-12184,0.9206531631820822,36,explored
explored-12185,0.9775311829065746,14,explored
explored-12186,0.9815190654111775,20,explored
explored-12187,0.4151536312849162,80,explored
explored-12188,0.8527103244895178,42,explored
explored-12189,0.8421674160875687,16,explored
explored-12190,0.9104490685768789,17,explored
explored-12191,0.5351410273879275,48,explored
explored-12192,0.9133672189946886,26,explored
explored-12193,0.9172310701089266,16,explored
explored-12194,0.9073199929924279,25,explored
explored-12195,0.8344461098242267,16,explored
explored-12196,0.8234387809122161,34,explored
explored-12197,0.9080422877975471,39,explored
explored-12198,0.7475574143120811,37,explored
explored-12199,0.8503005253516223,33,explored
explored-12200,0.7807490748490885,76,explored
explored-12201,0.6388131898078757,51,explored
explored-12202,0.7425649984752043,49,explored
explored-12203,0.8407779938642455,32,explored
explored-12204,0.817783660677788,36,explored
explored-12205,0.6893309715220057,23,explored
explored-12206,0.8325725575691512,22,explored
explored-12207,0.39846766135259126,94,explored
explored-12208,0.6971658264068674,20,explored
explored-12209,0.7584500063124535,55,explored
explored-12210,0.8490427851205886,14,explored
explored-12211,0.5292879744439902,54,explored
explored-12212,0.9804649615671313,18,explored
explored-12213,0.9370450248671481,22,explored
explored-12214,0.8380656328171798,32,explored
explored-12215,0.9154207286105365,12,explored
explored-12216,0.93877241194141,88,explored
explored-12217,0.8445595070475844,24,explored
explored-12218,0.9214617733404353,17,explored
explored-12219,0.566806032658974,44,explored
explored-12220,0.7353503353469288,60,explored
explored-12221,0.6143888813189808,37,explored
explored-12222,0.7699315680307641,40,explored
explored-12223,0.7386564927101784,47,explored
explored-12224,0.6533047650408667,61,explored
explored-12225,0.7424488830823242,54,explored
explored-12226,0.7978266793841122,21,explored
explored-12227,0.8403241434648984,36,explored
explored-12228,0.8102934291362551,41,explored
explored-12229,0.8562839953163639,50,explored
explored-12230,0.8297592996555387,45,explored
explored-12231,0.8855767340939027,33,explored
explored-12232,0.9408741009991982,48,explored
explored-12233,0.6363142117454694,52,explored
explored-12234,0.875064484004096,29,explored
explored-12235,0.5053481400735795,38,explored
explored-12236,0.7243050824362992,42,explored
explored-12237,0.8504224008720535,12,explored
explored-12238,0.7488486169777899,32,explored
explored-12239,0.9757151941032579,27,explored
explored-12240,0.8510951764545578,18,explored
explored-12241,0.8334241722305491,14,explored
explored-12242,0.6514837966117091,63,explored
explored-12243,0.8182325021574238,34,explored
explored-12244,0.7793434208401988,36,explored
explored-12245,0.7804764500158968,23,explored
explored-12246,0.5286312849162011,63,explored
explored-12247,0.7898762482237751,25,explored
explored-12248,0.7920501771358496,29,explored
explored-12249,0.9172230549121134,10,explored
explored-12250,0.6858092173530244,53,explored
explored-12251,0.6931149793341509,58,explored
explored-12252,0.9109299928316261,16,explored
explored-12253,0.9812758323113957,18,explored
explored-12254,0.7979970023163918,20,explored
explored-12255,0.7768428941272654,20,explored
explored-12256,0.9488293938253488,99,explored
explored-12257,0.9774705341327157,11,explored
explored-12258,0.8984286935302059,16,explored
explored-12259,0.8993263728028341,19,explored
explored-12260,0.9254236588512376,34,explored
explored-12261,0.7627060907480583,33,explored
explored-12262,0.720057228505246,46,explored
explored-12263,0.48545442158332197,44,explored
explored-12264,0.7267452423127583,46,explored
explored-12265,0.8294806953984755,22,explored
explored-12266,0.7975828486600067,32,explored
explored-12267,0.9765067902075669,18,explored
explored-12268,0.7316562201934869,36,explored
explored-12269,0.7142716108259779,67,explored
explored-12270,0.8324332024427405,16,explored
explored-12271,0.7441749557160375,38,explored
explored-12272,0.9721167500247135,38,explored
explored-12273,0.8399730889766999,26,explored
explored-12274,0.8883255283596647,26,explored
explored-12275,0.8582123094275635,19,explored
explored-12276,0.6778672919410759,59,explored
explored-12277,0.7983376481809511,20,explored
explored-12278,0.9757022815257729,23,explored
explored-12279,0.6691717040964213,94,explored
explored-12280,0.9706564245810057,20,explored
explored-12281,0.8550164748727223,22,explored
explored-12282,0.953834374736405,19,explored
explored-12283,0.7930008629695235,31,explored
explored-12284,0.7852198625737254,40,explored
explored-12285,0.9829487820017865,10,explored
explored-12286,0.8762446882443234,57,explored
explored-12287,0.6940735189474799,30,explored
explored-12288,0.7276363016024414,65,explored
explored-12289,0.9842692578462098,6,explored
explored-12290,0.5668531272666713,100,explored
explored-12291,0.9709775400826635,19,explored
explored-12292,0.5743573148021983,46,explored
explored-12293,0.7622910232244781,58,explored
explored-12294,0.6572605827315257,40,explored
explored-12295,0.8439596675296361,47,explored
explored-12296,0.7986073261570605,40,explored
explored-12297,0.8333933330831973,40,explored
explored-12298,0.8626780820880835,26,explored
explored-12299,0.8775101342144707,18,explored
explored-12300,0.9697676795203706,10,explored
explored-12301,0.6292356215571859,99,explored
explored-12302,0.7178712553286746,56,explored
explored-12303,0.7901471189375056,27,explored
explored-12304,0.5643461524790132,53,explored
explored-12305,0.5458525021335188,92,explored
explored-12306,0.9147012736147736,30,explored
explored-12307,0.9395353590407413,12,explored
explored-12308,0.7236294755115439,67,explored
explored-12309,0.917393377844393,20,explored
explored-12310,0.9715973893910261,20,explored
explored-12311,0.7692992914566017,35,explored
explored-12312,0.7483843653280906,30,explored
explored-12313,0.8780650159486011,24,explored
explored-12314,0.7746476207778837,33,explored
explored-12315,0.701615513012672,50,explored
explored-12316,0.8197302084752691,21,explored
explored-12317,0.7125630194849435,40,explored
explored-12318,0.6749557160376073,24,explored
explored-12319,0.8775037471045102,16,explored
explored-12320,0.850140712945591,30,explored
explored-12321,0.6557606555362301,50,explored
explored-12322,0.5231809510832539,47,explored
explored-12323,0.49425917094366467,83,explored
explored-12324,0.8554740528783314,23,explored
explored-12325,0.6576014693058818,60,explored
explored-12326,0.658391810873416,32,explored
explored-12327,0.8410958009719762,35,explored
explored-12328,0.5924325521188173,67,explored
explored-12329,0.8472407684970704,16,explored
explored-12330,0.5047734578835547,58,explored
explored-12331,0.6941965299541264,28,explored
explored-12332,0.8297513904544835,22,explored
explored-12333,0.9070528833779958,14,explored
explored-12334,0.8714270033761791,14,explored
explored-12335,0.8799562860071585,24,explored
explored-12336,0.87261207248944,16,explored
explored-12337,0.7665580093703817,30,explored
explored-12338,0.698512442090203,44,explored
explored-12339,0.5869140181450697,48,explored
explored-12340,0.7737323992263357,34,explored
explored-12341,0.6941771598951612,52,explored
explored-12342,0.9906890130353817,10,explored
explored-12343,0.9028316491639578,19,explored
explored-12344,0.6510617185739718,61,explored
explored-12345,0.8650182064342931,30,explored
explored-12346,0.5849230140346097,45,explored
explored-12347,0.9631836336694373,13,explored
explored-12348,0.9701007554768285,12,explored
explored-12349,0.9075199122991737,26,explored
explored-12350,0.8898209338238634,16,explored
explored-12351,0.8377147617337016,24,explored
explored-12352,0.8951544072004965,19,explored
explored-12353,0.8514443384657311,14,explored
explored-12354,0.5113718944452015,58,explored
explored-12355,0.723049234682291,48,explored
explored-12356,0.91098609806298,17,explored
explored-12357,0.5212506245174183,51,explored
explored-12358,0.8906441613298814,26,explored
explored-12359,0.7674921651451152,41,explored
explored-12360,0.5797636485443067,63,explored
explored-12361,0.818482214500916,55,explored
explored-12362,0.549632102466276,41,explored
explored-12363,0.9637584599457811,47,explored
explored-12364,0.5685294318026979,62,explored
explored-12365,0.8639882817822592,26,explored
explored-12366,0.6732638415769632,30,explored
explored-12367,0.9478607887923924,20,explored
explored-12368,0.9730291059480354,23,explored
explored-12369,0.8426632450682049,26,explored
explored-12370,0.8195428532497615,14,explored
explored-12371,0.9729820517478918,24,explored
explored-12372,0.9073303496249402,26,explored
explored-12373,0.9610234894248384,20,explored
explored-12374,0.6475848208202752,28,explored
explored-12375,0.5060399517485151,53,explored
explored-12376,0.8042514496374014,50,explored
explored-12377,0.45033951037834397,50,explored
explored-12378,0.8694187608276721,26,explored
explored-12379,0.8350763046736612,16,explored
explored-12380,0.8971590134895763,23,explored
explored-12381,0.8688252927550636,14,explored
explored-12382,0.967864320752146,13,explored
explored-12383,0.5093762774219921,80,explored
explored-12384,0.754292137893446,46,explored
explored-12385,0.8109691374846709,39,explored
explored-12386,0.8344461098242267,23,explored
explored-12387,0.7263985850505892,30,explored
explored-12388,0.5860726938274969,38,explored
explored-12389,0.9709453105230373,23,explored
explored-12390,0.7105755231216633,96,explored
explored-12391,0.7351723913585202,38,explored
explored-12392,0.9491690448794619,77,explored
explored-12393,0.4374517418358541,54,explored
explored-12394,0.5230344733614933,42,explored
explored-12395,0.8635092242033753,42,explored
explored-12396,0.9169995259304089,92,explored
explored-12397,0.4517730617250306,57,explored
explored-12398,0.8125154600815454,45,explored
explored-12399,0.7416839828314484,35,explored
explored-12400,0.8671329730057077,16,explored
explored-12401,0.9419867926731941,14,explored
explored-12402,0.6396332446318219,47,explored
explored-12403,0.5801908752327747,36,explored
explored-12404,0.5432177408366262,58,explored
explored-12405,0.843195977350835,42,explored
explored-12406,0.8720874778580188,14,explored
explored-12407,0.9749358697133242,20,explored
explored-12408,0.719585093336967,47,explored
explored-12409,0.9762561393783566,23,explored
explored-12410,0.6426057137666349,30,explored
explored-12411,0.8831425417679639,54,explored
explored-12412,0.9730047336416512,21,explored
explored-12413,0.8353999182449925,26,explored
explored-12414,0.9771643076940546,13,explored
explored-12415,0.5369642596749402,58,explored
explored-12416,0.8066615091687523,23,explored
explored-12417,0.9820075900945229,10,explored
explored-12418,0.8713039923695326,21,explored
explored-12419,0.7671969387291638,32,explored
explored-12420,0.9509129309170187,19,explored
explored-12421,0.7255384333696688,69,explored
explored-12422,0.6372973157105872,25,explored
explored-12423,0.8783571546388795,15,explored
explored-12424,0.698187764000545,24,explored
explored-12425,0.7341940318844529,31,explored
explored-12426,0.49039378661943045,64,explored
explored-12427,0.5673667273149892,50,explored
explored-12428,0.7486383627802758,57,explored
explored-12429,0.999148385338602,8,explored
explored-12430,0.4913589499023482,48,explored
explored-12431,0.5928118045146932,45,explored
explored-12432,0.8628490729534308,24,explored
explored-12433,0.6912556206567652,45,explored
explored-12434,0.49482218285870017,38,explored
explored-12435,0.5584699701745621,40,explored
explored-12436,0.8203495645926495,32,explored
explored-12437,0.821707151353561,40,explored
explored-12438,0.7207839396829723,32,explored
explored-12439,0.7298101816428564,30,explored
explored-12440,0.9854023784651255,14,explored
explored-12441,0.844651982681687,33,explored
explored-12442,0.9111276069653627,24,explored
explored-12443,0.845006131625562,22,explored
explored-12444,0.70865010059072,45,explored
explored-12445,0.7934919607575964,23,explored
explored-12446,0.9125896517979908,16,explored
explored-12447,0.8291585290154577,38,explored
explored-12448,0.7687957906652552,28,explored
explored-12449,0.8364899850115819,12,explored
explored-12450,0.8876355283903996,15,explored
explored-12451,0.9593460451015124,13,explored
explored-12452,0.888268156424581,14,explored
explored-12453,0.8277251237791297,31,explored
explored-12454,0.8943325734782337,14,explored
explored-12455,0.8071542876494732,67,explored
explored-12456,0.7417320382301987,34,explored
explored-12457,0.8056900884076208,26,explored
explored-12458,0.5927010946087115,44,explored
explored-12459,0.7369362310941545,21,explored
explored-12460,0.5671749229131025,68,explored
explored-12461,0.8344461098242267,16,explored
explored-12462,0.6132943323699629,102,explored
explored-12463,0.8854152473088976,18,explored
explored-12464,0.9637808284507426,19,explored
explored-12465,0.8903120316119362,14,explored
explored-12466,0.5226478403052187,52,explored
explored-12467,0.5191103824078523,89,explored
explored-12468,0.6806508102324971,74,explored
explored-12469,0.9745190565522758,19,explored
explored-12470,0.8793208100164088,40,explored
explored-12471,0.7124267611391197,74,explored
explored-12472,0.5266725711949857,39,explored
explored-12473,0.6991051852494148,68,explored
explored-12474,0.8672488872235091,36,explored
explored-12475,0.8735992089650626,16,explored
explored-12476,0.852417948172425,39,explored
explored-12477,0.5987117908888586,80,explored
explored-12478,0.8268620081452212,39,explored
explored-12479,0.8986365649271018,18,explored
explored-12480,0.7553514426315256,78,explored
explored-12481,0.8291472737573597,38,explored
explored-12482,0.980090797606808,10,explored
explored-12483,0.7968388063768905,18,explored
explored-12484,0.8337477858018804,21,explored
explored-12485,0.8642113868948157,18,explored
explored-12486,0.6846523627846015,39,explored
explored-12487,0.6883090339283281,22,explored
explored-12488,0.9616018412907894,59,explored
explored-12489,0.5575032929100241,78,explored
explored-12490,0.9265482354544216,14,explored
explored-12491,0.7316562201934869,36,explored
explored-12492,0.6741296498160512,30,explored
explored-12493,0.9152458185720125,29,explored
explored-12494,0.8358768224553754,16,explored
explored-12495,0.8352806921923968,16,explored
explored-12496,0.9639390242232606,23,explored
explored-12497,0.6346436328126612,89,explored
explored-12498,0.6060679977809355,60,explored
explored-12499,0.8427702560418189,26,explored
explored-12500,0.8977459463142117,24,explored
explored-12501,0.9685145893757421,15,explored
explored-12502,0.7526830871332045,26,explored
explored-12503,0.7539869191988009,30,explored
explored-12504,0.8198551119589408,24,explored
explored-12505,0.9758822727892084,24,explored
explored-12506,0.8831294024775321,33,explored
explored-12507,0.538337563019485,56,explored
explored-12508,0.7681564245810055,23,explored
explored-12509,0.9069100013625835,13,explored
explored-12510,0.6237566425943589,34,explored
explored-12511,0.5401280828450743,31,explored
explored-12512,0.4544556479084344,56,explored
explored-12513,0.7276556350841195,34,explored
explored-12514,0.714027796702548,39,explored
explored-12515,0.4328530226643048,54,explored
explored-12516,0.8663431128577678,15,explored
explored-12517,0.8861259584535917,24,explored
explored-12518,0.6977860857519189,57,explored
explored-12519,0.4329949584412045,60,explored
explored-12520,0.978813773772215,10,explored
explored-12521,0.6253747104510151,42,explored
explored-12522,0.4335059272380434,70,explored
explored-12523,0.5508158468456192,64,explored
explored-12524,0.8751287641368034,15,explored
explored-12525,0.8349928464368442,26,explored
explored-12526,0.687900258890857,24,explored
explored-12527,0.7136871508379888,37,explored
explored-12528,0.6749257067590628,54,explored
explored-12529,0.8707476041240859,14,explored
explored-12530,0.8038334014625063,50,explored
explored-12531,0.7453558613798428,40,explored
explored-12532,0.8199238387561765,34,explored
explored-12533,0.5886563980863272,77,explored
explored-12534,0.6605889766998229,32,explored
explored-12535,0.734392305246645,56,explored
explored-12536,0.9534688071614084,40,explored
explored-12537,0.586047145387655,60,explored
explored-12538,0.9750737355351493,20,explored
explored-12539,0.7018355134668666,28,explored
explored-12540,0.658425875459872,44,explored
explored-12541,0.755949542236843,55,explored
explored-12542,0.9018662962212126,24,explored
explored-12543,0.7106270154880319,48,explored
explored-12544,0.9521690625425807,30,explored
explored-12545,0.4479833764818095,58,explored
explored-12546,0.6507463757344532,102,explored
explored-12547,0.8357977926147977,19,explored
explored-12548,0.9023585080949844,16,explored
explored-12549,0.895306676897995,24,explored
explored-12550,0.8644208904209365,53,explored
explored-12551,0.7548485261388926,63,explored
explored-12552,0.8069876875444733,32,explored
explored-12553,0.6564245810055865,41,explored
explored-12554,0.8377292871093116,34,explored
explored-12555,0.8870112733743177,17,explored
explored-12556,0.8763813189807875,18,explored
explored-12557,0.7525207793977381,23,explored
explored-12558,0.7844563292001635,27,explored
explored-12559,0.7105125206279995,76,explored
explored-12560,0.8482722178448405,51,explored
explored-12561,0.5952112073177613,84,explored
explored-12562,0.6934856344772546,44,explored
explored-12563,0.7461790888858609,30,explored
explored-12564,0.8578773409940803,20,explored
explored-12565,0.9054259423035887,18,explored
explored-12566,0.986015590823359,10,explored
explored-12567,0.49274424308488896,40,explored
explored-12568,0.6083763704873328,54,explored
explored-12569,0.806513148930372,16,explored
explored-12570,0.6850814143616296,39,explored
explored-12571,0.7672979970023164,22,explored
explored-12572,0.8229706022618886,24,explored
explored-12573,0.8245004751230556,29,explored
explored-12574,0.808625816886479,52,explored
